Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;ExposedByStudent;ExposedByWorker;ExposedByRetired;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
161;0;0;190321;368918;178024;79997;297258;7;12;121;0;130;0;0;0;10;0;0;0;0;0;0;2;14;124;1;1;62;6;7;52;0;0;0;0;0;3;0;0;0;0;0;0;1;1;56;9;12;61;558458;197432;144570;0;558333;0;0;361316;10064884811;0;202777;10309;44815;0;
162;0;0;190321;368918;178024;79997;297258;7;6;105;0;104;0;0;0;14;0;0;0;0;0;0;4;11;103;0;3;58;7;11;48;0;0;0;0;0;3;0;0;0;0;0;0;0;4;68;3;9;40;558875;197497;144098;0;558533;0;0;231208;10064726757;0;202506;10309;45086;0;
163;0;0;190321;368918;178024;79997;297257;8;9;117;0;125;0;0;0;9;0;0;0;0;0;0;4;7;123;1;2;71;3;11;60;0;0;0;0;0;3;0;0;0;0;0;1;0;1;62;8;13;55;558908;197456;144513;0;558141;0;0;237344;10064737121;0;202333;10309;45259;0;
164;0;0;190321;368918;178024;79997;297257;3;11;104;0;109;0;0;0;9;0;0;0;0;0;0;3;7;108;0;1;72;5;10;47;0;0;0;0;0;2;0;0;0;0;0;0;2;2;58;10;9;53;558774;197406;144084;0;558415;0;0;434794;10064617243;0;202008;10309;45584;0;
165;0;0;190321;368918;178024;79997;297256;9;2;116;0;116;0;0;0;11;0;0;0;0;0;0;3;5;119;0;1;48;5;14;51;0;0;0;0;0;3;0;0;0;0;0;1;1;3;61;8;11;65;559044;197338;144432;0;557791;0;0;235692;10064702893;0;202037;10309;45555;0;
166;0;0;190321;368918;178024;79997;297256;8;10;114;0;124;0;0;0;8;0;0;0;0;0;0;2;3;127;0;1;63;7;6;55;0;0;0;0;0;7;0;0;0;0;0;0;0;5;66;4;9;46;558481;197434;144050;0;558171;0;0;237394;10064604705;0;201831;10309;45761;0;
167;0;0;190321;368918;178024;79997;297256;3;14;105;0;114;0;0;0;8;0;0;0;0;0;0;4;5;113;0;3;50;6;12;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;7;12;53;558925;197369;144458;0;558227;0;0;238960;10064576525;0;201703;10309;45889;0;
168;0;0;190321;368918;178024;79997;297255;5;14;109;0;119;0;0;0;9;0;0;0;0;0;0;0;9;119;0;1;54;7;11;62;0;0;0;0;0;2;0;0;0;0;0;1;1;2;51;5;6;54;558037;197450;143982;0;558297;0;0;243016;10064519105;0;201616;10309;45976;0;
169;0;0;190321;368918;178024;79997;297255;7;10;104;0;110;0;0;0;11;0;0;0;0;0;0;2;9;110;1;3;62;9;9;54;0;0;0;0;1;2;0;0;0;0;0;0;0;4;58;6;7;40;558586;197360;144351;0;558353;0;0;244548;10064519253;0;201622;10309;45970;0;
170;0;0;190321;368918;178024;79997;297255;6;18;130;0;143;0;0;0;11;0;0;0;0;0;0;4;12;138;0;0;65;5;7;68;0;0;0;0;0;4;0;0;0;0;0;0;0;3;55;10;6;53;557858;197314;144081;0;558124;0;0;242802;10064576267;0;201594;10309;45998;0;
171;0;0;190321;368918;178024;79997;297255;2;18;117;0;125;0;0;0;12;0;0;0;0;0;0;4;11;122;0;1;48;6;10;53;0;0;0;0;0;2;0;0;0;0;0;0;0;4;64;4;12;51;558294;197382;144331;0;558351;0;0;248862;10064551105;0;201601;10309;45991;0;
172;0;0;190321;368918;178024;79997;297254;5;17;83;0;100;0;0;0;5;0;0;0;0;0;0;1;6;98;0;4;52;5;4;59;0;0;0;0;0;5;0;0;0;0;0;1;1;3;70;4;12;53;558028;197363;144051;0;557900;0;0;448476;10064517947;0;201474;10309;46118;0;
173;0;0;190321;368918;178024;79997;297254;16;10;127;0;144;0;0;0;9;0;0;0;0;0;0;5;6;142;0;2;42;5;14;60;0;0;0;0;0;1;0;0;0;0;0;0;0;1;57;9;11;47;558471;197316;144285;0;557999;0;0;248596;10064590927;0;201721;10309;45871;0;
174;0;0;190321;368918;178024;79997;297254;9;20;135;0;149;0;0;0;15;0;0;0;0;0;0;5;14;145;0;2;73;7;10;46;0;0;0;0;0;3;0;0;0;0;0;0;0;0;65;8;8;45;558359;197261;144064;0;557331;0;0;396122;10064625435;0;201799;10309;45793;0;
175;0;0;190321;368918;178024;79997;297251;10;10;132;0;131;0;0;0;21;0;0;0;0;0;0;7;4;141;1;1;57;5;8;57;0;0;0;0;0;2;0;0;0;0;0;3;0;2;56;6;10;55;558734;197290;144193;0;557710;0;0;249504;10064760389;0;202118;10309;45474;0;
176;0;0;190321;368918;178024;79997;297250;6;9;117;0;123;0;0;0;9;0;0;0;0;0;0;4;2;126;0;2;50;6;11;67;0;0;0;0;0;3;0;0;0;0;0;1;0;1;68;5;11;52;558192;197236;144120;0;557505;0;0;252566;10064862085;0;202478;10309;45114;0;
177;0;0;190321;368918;178024;79997;297249;8;14;110;0;114;0;0;0;18;0;0;0;0;0;0;5;13;114;1;3;50;4;9;62;0;0;0;0;0;2;0;0;0;0;0;1;0;3;64;4;8;44;558622;197200;144047;0;557695;0;0;256788;10064972741;0;202746;10309;44846;0;
178;0;0;190321;368918;178024;79997;297249;3;18;85;0;94;0;0;0;12;0;0;0;0;0;0;5;7;94;1;1;63;9;13;43;0;0;0;0;0;5;0;0;0;0;0;0;0;0;41;7;11;64;558072;197278;144103;0;557668;0;0;258052;10064989869;0;202827;10309;44765;0;
179;0;0;190321;368918;178024;79997;297248;5;7;112;0;111;0;0;0;13;0;0;0;0;0;0;2;7;115;2;2;68;10;16;45;0;0;0;0;0;5;0;0;0;0;0;1;1;1;49;4;10;51;558388;197226;144021;0;557726;0;0;258716;10065069937;0;202969;10309;44623;0;
180;0;0;190321;368918;178024;79997;297247;8;20;117;0;141;0;0;0;4;0;0;0;0;0;0;5;8;132;0;2;65;5;10;67;0;0;0;0;1;6;0;0;0;0;0;1;0;5;54;6;13;69;558152;197345;144134;0;557622;0;0;265076;10064991961;0;202794;10309;44798;0;
181;0;0;190321;368918;178024;79997;297247;4;15;135;0;137;0;0;0;17;0;0;0;0;0;0;10;9;135;0;4;56;12;15;62;0;0;0;0;0;3;0;0;0;0;0;0;0;0;63;5;10;63;558113;197188;143987;0;557856;0;0;414878;10064980095;0;202808;10309;44784;0;
182;0;0;190321;368918;178024;79997;297247;8;11;103;0;114;0;0;0;8;0;0;0;0;0;0;5;5;112;0;3;62;2;10;61;0;0;0;0;0;8;0;0;0;0;0;0;0;3;55;10;7;50;558243;197291;144146;0;557525;0;0;419374;10065016865;0;202930;10309;44662;0;
183;0;0;190321;368918;178024;79997;297247;6;15;112;0;127;0;0;0;6;0;0;0;0;0;0;6;4;123;0;3;50;6;9;40;0;0;0;0;0;2;0;0;0;0;0;0;0;2;50;9;6;64;557845;197312;143888;0;557724;0;0;421876;10065026189;0;202894;10309;44698;0;
184;0;0;190321;368918;178024;79997;297246;4;14;115;0;123;0;0;0;10;0;0;0;0;0;0;4;7;122;0;4;55;5;12;49;0;0;0;0;0;0;0;0;0;0;0;1;0;1;61;2;5;55;557992;197228;144192;0;557428;0;0;363892;10065076531;0;202905;10309;44687;0;
185;0;0;190321;368918;178024;79997;297246;1;9;103;0;107;0;0;0;6;0;0;0;0;0;0;3;5;105;1;4;70;6;12;57;0;0;0;0;1;5;0;0;0;0;0;0;1;2;51;5;17;55;557783;197210;143873;0;557607;0;0;268172;10064983155;0;202671;10309;44922;0;
186;0;0;190321;368918;178024;79997;297246;15;11;97;0;108;0;0;0;15;0;0;0;0;0;0;8;14;101;0;1;60;6;9;44;0;0;0;0;0;2;0;0;0;0;0;0;1;1;55;5;15;61;557766;197115;144163;0;557522;0;0;266372;10065048139;0;202774;10309;44819;0;
187;0;0;190321;368918;178024;79997;297245;10;11;102;0;108;0;0;0;15;0;0;0;0;0;0;4;9;110;1;4;62;6;13;50;0;0;0;0;0;4;0;0;0;0;0;1;2;3;56;6;5;47;557911;197116;143921;0;557258;0;0;271530;10065132097;0;203052;10309;44541;0;
188;0;0;190321;368918;178024;79997;297244;7;9;107;0;110;0;0;0;13;0;0;0;0;0;0;3;11;109;0;2;58;7;10;54;0;0;0;0;0;6;0;0;0;0;0;1;0;1;60;6;10;60;557779;197085;144127;0;557254;0;0;271978;10065146423;0;203038;10309;44555;0;
189;0;0;190321;368918;178024;79997;297243;5;13;124;0;129;0;0;0;13;0;0;0;0;0;0;3;11;128;0;3;63;6;11;43;0;0;0;0;0;5;0;0;0;0;0;1;1;5;59;10;19;66;558150;197060;143834;0;557038;0;0;273398;10065240023;0;203291;10309;44302;0;
190;0;0;190321;368918;178024;79997;297243;7;10;118;0;126;0;0;0;9;0;0;0;0;0;0;3;9;123;0;2;66;5;6;49;0;0;0;0;0;1;0;0;0;0;0;0;0;3;66;7;10;43;557687;197110;144258;0;557187;0;0;273322;10065214651;0;203296;10309;44297;0;
191;0;0;190321;368918;178024;79997;297241;6;15;114;0;129;0;0;0;6;0;0;0;0;0;0;2;8;125;0;1;73;7;12;50;0;0;0;0;0;3;0;0;0;0;0;2;0;1;64;8;10;57;557980;197124;143811;0;557237;0;0;277160;10065202693;0;203265;10309;44328;0;
192;0;0;190321;368918;178024;79997;297241;3;11;110;0;115;0;0;0;9;0;0;0;0;0;0;1;7;116;0;3;59;8;10;48;0;0;0;0;0;3;0;0;0;0;0;0;1;3;47;6;15;58;557506;197070;144274;0;557104;0;0;276016;10065303435;0;203494;10309;44099;0;
193;0;0;190321;368918;178024;79997;297241;7;10;128;0;134;0;0;0;11;0;0;0;0;0;0;3;11;131;0;1;49;6;9;58;0;0;0;0;0;4;0;0;0;0;0;0;0;3;60;5;8;47;557805;196970;143781;0;557392;0;0;453358;10065394465;0;203736;10309;43857;0;
194;0;0;190321;368918;178024;79997;297241;8;17;118;0;132;0;0;0;11;0;0;0;0;0;0;7;7;129;0;0;48;5;9;52;0;0;0;0;0;3;0;0;0;0;0;0;0;3;63;9;13;47;557457;197048;144254;0;557276;0;0;478434;10065455051;0;204083;10309;43510;0;
195;0;0;190321;368918;178024;79997;297241;8;11;104;0;112;0;0;0;11;0;0;0;0;0;0;5;8;110;0;5;50;11;10;63;0;0;0;0;1;1;0;0;0;0;0;0;0;2;45;6;14;61;557709;197083;143777;0;557356;0;0;282348;10065459215;0;204115;10309;43478;0;
196;0;0;190321;368918;178024;79997;297239;6;12;130;0;135;0;0;0;13;0;0;0;0;0;0;4;10;134;0;3;58;5;7;61;0;0;0;0;0;2;0;0;0;0;0;2;1;3;67;8;4;45;557136;197083;144222;0;557450;0;0;459222;10065522989;0;204168;10309;43425;0;
197;0;0;190321;368918;178024;79997;297238;7;7;96;0;101;0;0;0;9;0;0;0;0;0;0;1;6;103;0;2;57;7;13;60;0;0;0;0;0;1;0;0;0;0;0;1;0;2;62;10;18;47;557699;197064;143846;0;557090;0;0;284098;10065558485;0;204333;10309;43260;0;
198;0;0;190321;368918;178024;79997;297238;3;20;113;0;129;0;0;0;7;0;0;0;0;0;0;2;12;122;0;1;64;4;6;55;0;0;0;0;0;3;0;0;0;0;0;0;0;3;78;0;7;55;557091;197072;144200;0;557103;0;0;284670;10065576221;0;204090;10309;43503;0;
199;0;0;190321;368918;178024;79997;297238;3;9;121;0;124;0;0;0;9;0;0;0;0;0;0;1;4;128;2;1;57;2;8;60;0;0;0;1;0;3;0;0;0;0;0;0;0;3;65;6;9;54;557417;197033;143818;0;556920;0;0;382784;10065517689;0;204055;10309;43538;0;
200;0;0;190321;368918;178024;79997;297236;8;13;125;0;139;0;0;0;7;0;0;0;0;0;0;2;6;138;0;1;67;10;15;63;0;0;0;0;0;3;0;0;0;0;0;2;0;5;58;7;6;39;557262;197010;144200;0;556874;0;0;286606;10065488655;0;203882;10309;43711;0;
201;0;0;190321;368918;178024;79997;297236;9;14;107;0;120;0;0;0;9;0;1;0;0;0;0;1;13;116;2;1;55;6;13;61;0;0;0;0;0;2;0;0;0;0;0;0;0;2;52;1;10;48;556920;196927;143774;0;556971;0;0;290610;10065484681;0;203938;10309;43655;0;
202;0;0;190321;368918;178024;79997;297236;10;19;111;0;126;0;0;0;14;0;0;0;0;0;0;3;13;124;1;2;47;4;14;54;0;0;0;0;0;1;0;0;0;0;0;0;0;2;73;9;9;48;557510;197046;144253;0;556510;0;0;291948;10065469745;0;203737;10309;43856;0;
203;0;0;190321;368918;178024;79997;297235;4;13;123;0;127;0;0;0;13;0;0;0;0;0;0;4;9;127;0;1;56;9;4;51;0;0;0;0;0;4;0;0;0;0;0;1;0;2;64;9;12;58;556583;196956;143835;0;557119;0;0;293878;10065509899;0;203870;10309;43723;0;
204;0;0;190321;368918;178024;79997;297234;12;16;116;0;132;0;0;0;12;0;0;0;0;0;0;5;13;126;1;2;58;3;9;51;0;0;0;0;0;4;0;0;0;0;0;1;0;1;40;6;12;61;557677;196935;144237;0;556584;0;0;294628;10065579813;0;204050;10309;43543;0;
205;0;0;190321;368918;178024;79997;297234;12;5;115;0;126;0;0;0;6;0;0;0;0;0;0;4;4;124;0;3;61;5;10;50;0;0;0;0;0;3;0;0;0;0;0;0;0;3;38;3;8;59;556954;196877;143832;0;556711;0;0;294784;10065601113;0;204094;10309;43499;0;
206;0;0;190321;368918;178024;79997;297234;7;14;112;0;121;0;0;0;12;0;0;0;0;0;0;4;9;120;1;7;67;5;13;57;0;0;0;0;1;5;0;0;0;0;0;0;0;1;53;7;9;71;557494;196957;144128;0;556827;0;0;297676;10065546351;0;204002;10309;43591;0;
207;0;0;190321;368918;178024;79997;297233;5;14;112;0;119;0;0;0;12;0;0;0;0;0;0;7;7;117;0;1;56;12;18;57;0;0;0;0;0;5;0;0;0;0;0;1;0;0;76;7;16;54;557227;196960;143750;0;556418;0;0;489644;10065572329;0;204030;10309;43563;0;
208;0;0;190321;368918;178024;79997;297232;10;10;114;0;123;0;0;0;11;0;0;0;0;0;0;3;7;124;0;1;57;3;11;53;0;0;0;0;0;3;0;0;0;0;0;1;0;3;54;7;8;56;557203;196958;144117;0;556930;0;0;495762;10065629415;0;204196;10309;43397;0;
209;0;0;190321;368918;178024;79997;297232;4;10;108;0;115;0;0;0;7;0;0;0;0;0;0;5;7;110;1;3;66;9;11;46;0;0;0;0;0;6;0;0;0;0;0;0;2;2;60;5;7;51;557029;196938;143737;0;556593;0;0;300578;10065502081;0;203916;10309;43677;0;
210;0;0;190321;368918;178024;79997;297232;5;12;102;0;106;0;0;0;13;0;0;0;0;0;0;8;6;105;0;2;63;10;7;54;0;0;0;0;1;6;0;0;0;0;0;0;1;0;52;4;8;69;556872;196886;144074;0;556815;0;0;499716;10065486725;0;203712;10309;43881;0;
211;0;0;190321;368918;178024;79997;297232;5;13;148;0;154;0;0;0;12;0;0;0;0;0;0;4;5;157;2;2;65;6;12;52;0;0;0;0;0;3;0;0;0;0;0;0;0;0;45;6;14;44;556989;196837;143786;0;556874;0;0;306198;10065493925;0;203599;10309;43994;0;
212;0;0;190321;368918;178024;79997;297232;7;13;90;0;101;0;0;0;9;0;0;0;0;0;0;4;6;100;0;3;71;7;9;46;0;0;0;0;0;5;0;0;0;0;0;0;1;1;55;7;11;62;556906;196848;144091;0;556545;0;0;505908;10065492625;0;203628;10309;43965;0;
213;0;0;190321;368918;178024;79997;297232;6;16;117;0;124;0;0;0;15;0;0;0;0;0;0;4;10;125;0;2;60;6;8;48;0;0;0;0;0;0;0;0;0;0;0;0;1;4;50;8;6;64;556878;196767;143591;0;556589;0;0;305078;10065527545;0;203676;10309;43917;0;
214;0;0;190321;368918;178024;79997;297232;4;17;119;0;125;0;0;0;15;0;0;0;0;0;0;7;7;126;0;5;53;7;6;55;0;0;0;0;0;3;0;0;0;0;0;0;1;3;71;5;13;40;556926;196850;144074;0;556508;0;0;609950;10065550387;0;203736;10309;43857;0;
215;0;0;190321;368918;178024;79997;297232;7;12;112;0;119;0;0;0;12;0;0;0;0;0;0;3;9;119;0;1;70;9;10;65;0;0;0;0;0;2;0;0;0;0;0;0;0;5;61;4;12;57;556962;196808;143607;0;556456;0;0;509668;10065519865;0;203809;10309;43784;0;
216;0;0;190321;368918;178024;79997;297232;8;15;115;0;130;0;0;0;8;0;0;0;0;0;0;2;9;127;0;2;58;8;9;47;0;0;0;0;0;3;0;0;0;0;0;0;1;2;59;7;5;47;556792;196788;144068;0;556372;0;0;314010;10065582549;0;203897;10309;43696;0;
217;0;0;190321;368918;178024;79997;297231;7;11;116;0;118;0;0;0;16;0;0;0;0;0;0;5;11;118;0;0;48;6;14;52;0;0;0;0;0;3;0;0;0;0;0;1;0;3;60;7;18;71;557086;196793;143567;0;556260;0;0;313224;10065651417;0;204008;10309;43585;0;
218;0;0;190321;368918;178024;79997;297231;6;11;105;0;109;0;0;0;13;0;0;0;0;0;0;8;5;109;0;4;66;3;15;60;0;0;0;0;0;3;0;0;0;0;0;0;1;2;62;8;10;39;556843;196800;144089;0;556266;0;0;314620;10065677789;0;204160;10309;43433;0;
219;0;0;190321;368918;178024;79997;297231;5;9;118;0;121;0;0;0;11;0;0;0;0;0;0;4;13;115;0;2;57;6;13;66;0;0;0;0;0;3;0;0;0;0;0;0;2;1;66;11;12;50;556902;196831;143592;0;556325;0;0;526312;10065736821;0;204252;10309;43341;0;
220;0;0;190321;368918;178024;79997;297231;5;10;104;0;107;0;0;0;12;0;0;0;0;0;0;3;9;107;0;5;52;7;9;64;0;0;0;0;1;1;0;0;0;0;0;0;0;1;61;10;14;56;557097;196732;144090;0;556109;0;0;528260;10065749935;0;204371;10309;43222;0;
221;0;0;190321;368918;178024;79997;297231;16;13;116;0;127;0;0;0;18;0;0;0;0;0;0;9;13;123;0;3;58;4;4;55;0;0;0;0;0;5;0;0;0;0;0;0;0;4;54;6;7;40;556832;196705;143644;0;556350;0;0;320442;10065824525;0;204447;10309;43146;0;
222;0;0;190321;368918;178024;79997;297229;6;13;115;0;121;0;0;0;13;0;0;0;0;0;0;7;9;118;0;2;65;8;11;63;0;0;0;0;0;2;0;0;0;0;0;2;0;2;73;8;7;56;557141;196812;143981;0;556083;0;0;321126;10065701909;0;204123;10309;43470;0;
223;0;0;190321;368918;178024;79997;297229;7;18;137;0;152;0;0;0;10;0;0;0;0;0;0;9;14;139;0;1;54;8;10;53;0;0;0;0;0;0;0;0;0;0;0;0;0;3;70;5;7;48;556840;196734;143618;0;556492;0;0;324686;10065686037;0;203983;10309;43610;0;
224;0;0;190321;368918;178024;79997;297228;3;13;102;0;110;0;0;0;8;0;0;0;0;0;0;1;10;107;2;1;42;3;12;43;0;0;0;0;0;2;0;0;0;0;0;1;0;3;51;6;11;44;557146;196757;143990;0;556145;0;0;320830;10065592177;0;203615;10309;43978;0;
225;0;0;190321;368918;178024;79997;297228;4;9;112;0;120;0;0;0;5;0;0;0;0;0;0;3;5;117;0;3;47;7;14;75;0;0;0;0;0;2;0;0;0;0;0;0;0;3;70;9;8;69;556590;196641;143608;0;556299;0;0;322402;10065642127;0;203850;10309;43743;0;
226;0;0;190321;368918;178024;79997;297228;9;13;129;0;140;0;0;0;11;0;0;0;0;0;0;1;12;138;0;1;53;7;7;50;0;0;0;0;0;3;0;0;0;0;0;0;0;2;65;6;11;57;556740;196706;144025;0;556413;0;0;323874;10065700495;0;203803;10309;43790;0;
227;0;0;190321;368918;178024;79997;297228;4;11;130;0;138;0;0;0;7;0;0;0;0;0;0;1;5;139;0;0;60;5;13;68;0;0;0;0;0;0;0;0;0;0;0;0;0;1;52;4;10;71;556468;196792;143538;0;556174;0;0;326446;10065609441;0;203669;10309;43924;0;
228;0;0;190321;368918;178024;79997;297228;11;8;125;0;138;0;0;0;6;0;0;0;0;0;0;3;5;136;2;1;68;9;10;54;0;0;0;0;0;2;0;0;0;0;0;0;0;2;58;4;14;62;556256;196714;143904;0;556338;0;0;327894;10065599935;0;203627;10309;43966;0;
229;0;0;190321;368918;178024;79997;297226;13;10;109;0;120;0;0;0;12;0;0;0;0;0;0;10;4;118;1;3;76;3;12;59;0;0;0;0;0;5;0;0;0;0;0;2;0;2;42;9;12;56;556280;196757;143449;0;556050;0;0;329340;10065514513;0;203459;10309;44134;0;
