Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;ExposedByStudent;ExposedByWorker;ExposedByRetired;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
10;0;0;190324;368930;178442;79870;298655;51;64;371;0;477;0;0;0;4;0;1;0;1;0;3;4;24;458;6;24;866;60;72;262;2;3;415;0;0;1;0;0;0;0;0;1;6;6;9;14;23;16;572853;201225;143936;0;572412;0;0;17654;10066850385;0;213337;10418;34402;0;
11;0;0;190324;368929;178442;79870;298650;39;33;282;0;351;0;0;0;2;0;0;0;0;0;1;2;26;326;5;32;1095;68;76;276;1;3;513;0;1;5;0;0;1;0;1;4;4;11;13;10;26;18;569676;199618;146831;0;567099;0;0;18202;10065953115;0;210018;10418;37724;0;
12;0;0;190324;368928;178442;79870;298642;27;36;177;0;235;0;0;0;0;0;0;0;0;0;5;2;29;209;10;22;1212;61;77;283;4;2;655;0;0;6;0;1;1;0;0;7;1;6;11;8;11;20;569973;200979;144496;0;568445;0;0;19004;10064627053;0;206317;10418;41426;0;
13;0;0;190324;368928;178442;79870;298626;31;27;421;0;476;0;0;0;0;0;1;0;1;0;1;1;110;368;10;24;1095;70;80;275;3;1;572;0;1;10;0;0;10;0;0;6;3;4;33;9;15;26;567151;199339;146896;0;564418;0;0;17080;10063652191;0;202764;10418;44980;0;
14;0;0;190324;368928;178442;79870;298587;22;32;372;0;417;0;0;0;1;0;0;0;1;0;7;3;118;305;12;34;777;59;56;244;6;6;424;0;1;20;0;0;24;0;0;15;3;5;41;15;20;58;566914;200541;144713;0;565707;0;0;18484;10063187711;0;201392;10418;46352;0;
15;0;0;190324;368927;178441;79870;298509;23;17;330;0;365;0;0;0;2;0;0;1;1;0;1;1;253;116;16;24;478;67;50;205;4;1;262;0;1;23;0;1;60;0;0;18;0;8;76;17;27;98;565867;199325;146975;0;562893;0;0;19698;10063077485;0;200850;10418;46895;0;
16;0;0;190321;368926;178441;79869;298391;27;25;312;0;355;1;0;0;0;0;0;0;3;0;5;1;77;286;7;22;322;46;42;179;1;3;163;0;0;17;3;0;106;0;1;12;3;7;147;37;36;154;565463;200414;145210;0;565169;0;0;21922;10063287561;0;201610;10418;46136;0;
17;0;0;190320;368923;178440;79869;298217;41;57;830;0;919;0;0;0;6;0;0;0;1;0;2;7;42;879;5;16;268;44;35;163;1;1;140;0;1;8;1;3;169;0;0;5;3;8;209;44;40;166;565126;199352;146983;0;563311;0;0;26216;10063618653;0;202294;10418;45452;0;
18;0;0;190317;368919;178438;79868;297957;37;46;727;0;804;0;0;0;5;0;0;0;1;0;0;2;24;784;6;17;170;29;33;145;5;5;85;0;0;5;3;3;255;0;1;5;0;13;244;37;51;200;564256;200240;145362;0;563464;0;0;31484;10063967671;0;203642;10418;44104;0;
19;0;0;190316;368918;178437;79868;297622;36;51;527;0;600;0;0;0;10;0;0;0;1;0;3;11;16;587;2;15;186;22;21;151;1;3;106;0;0;4;1;1;332;0;0;3;3;15;343;64;52;236;564478;199346;146903;0;563436;0;0;35288;10064204329;0;204179;10418;43567;0;
20;0;0;190315;368915;178436;79867;297210;35;42;941;0;1002;0;0;0;12;0;1;0;1;0;2;10;18;990;7;10;197;19;17;151;0;0;124;0;0;3;1;3;411;0;0;1;7;24;420;59;86;245;563688;200419;145455;0;562808;0;0;27254;10064421623;0;205204;10418;42543;0;
21;0;0;190313;368913;178436;79866;296727;27;43;697;0;763;0;0;0;1;0;0;0;1;0;2;0;95;672;2;12;261;20;18;125;0;3;131;0;0;8;2;2;475;0;0;8;6;18;444;66;72;276;563369;199612;147023;0;562169;0;0;28646;10064528639;0;205518;10418;42229;0;
22;0;0;190312;368911;178435;79866;296267;30;55;672;0;749;0;0;0;8;0;0;0;0;0;0;11;78;668;8;12;385;22;19;114;2;2;211;0;0;8;1;2;454;0;0;6;7;17;443;64;70;268;563349;200368;145716;0;562441;1;0;32444;10064959479;0;206560;10418;41187;0;
23;0;0;190308;368910;178435;79866;295813;23;40;421;0;478;0;0;0;3;0;0;0;0;0;3;4;60;420;6;10;470;28;30;106;3;5;210;0;0;16;4;1;444;0;0;10;7;34;439;59;82;224;563075;199776;146899;0;562100;0;0;47582;10064864957;0;206518;10418;41229;0;
24;0;0;190302;368906;178434;79865;295393;30;64;872;0;941;0;0;0;22;0;0;0;0;0;3;26;123;817;9;11;537;25;29;126;3;2;231;0;0;10;6;4;411;0;0;9;4;20;330;68;61;211;561826;200321;145571;0;562168;1;0;32640;10064966589;0;206370;10417;41378;0;
25;0;0;190300;368904;178432;79865;295102;44;46;542;0;611;0;0;0;20;0;0;0;0;0;1;21;48;563;11;17;608;25;31;136;4;4;225;0;0;18;2;2;279;0;0;12;8;26;253;53;41;218;562470;199772;146838;0;562101;1;0;33832;10064542715;0;205353;10417;42395;0;
26;0;0;190299;368901;178431;79865;294872;40;44;455;0;519;0;0;0;20;0;0;0;0;0;0;8;40;491;10;10;568;31;34;149;5;3;230;0;0;19;1;3;213;0;0;17;3;19;177;45;38;185;560184;200386;145611;0;560594;1;0;38852;10064490861;0;205300;10417;42449;0;
27;0;0;190296;368900;178431;79865;294698;39;53;585;0;639;0;0;0;38;0;0;0;0;0;0;20;55;602;7;27;562;23;36;143;1;3;269;0;0;12;3;1;164;0;0;10;5;8;141;37;30;154;561484;199908;146873;0;561043;1;0;41450;10064462165;0;204934;10417;42815;0;
28;0;0;190296;368895;178427;79865;294556;53;76;708;0;773;0;1;0;62;0;0;0;0;0;1;26;79;732;0;15;503;26;40;157;0;2;255;0;1;4;0;5;137;0;0;5;4;12;117;34;34;179;558853;200247;145750;0;560122;0;0;40106;10064471219;0;204897;10417;42852;0;
29;0;0;190291;368891;178423;79865;294430;64;77;696;0;767;0;0;0;69;0;0;0;0;0;1;32;54;751;7;20;492;29;35;175;2;0;191;0;0;6;5;4;121;0;0;5;2;13;103;21;26;160;560949;199903;146707;0;560277;0;0;41454;10064343749;0;204504;10416;43246;0;
30;0;0;190291;368890;178423;79864;294271;63;86;772;0;853;0;0;0;65;0;0;0;0;0;3;31;47;843;5;9;497;33;34;189;0;2;187;0;0;5;0;1;155;0;0;4;8;11;132;24;22;158;558570;200293;145765;0;559088;1;0;42814;10064300693;0;203989;10416;43761;0;
31;0;0;190291;368887;178421;79863;294113;68;86;776;0;847;0;0;0;82;0;0;0;0;0;1;35;54;841;3;11;418;38;41;194;0;0;119;0;0;8;0;3;149;0;0;9;4;5;159;30;28;134;560791;200005;146504;0;560144;0;0;48136;10064049841;0;203615;10416;44135;0;
32;0;0;190291;368883;178420;79862;293923;70;99;642;0;741;0;0;0;68;0;0;0;0;0;2;32;61;718;4;17;411;35;37;190;0;1;95;0;0;10;0;4;181;0;0;9;3;14;222;25;28;133;558811;200298;145649;0;558664;0;0;45152;10064038401;0;203611;10416;44139;0;
33;0;0;190285;368881;178418;79862;293690;80;81;511;0;634;0;0;0;36;0;0;0;0;0;2;19;39;614;4;15;415;43;41;196;0;0;53;1;0;9;6;2;226;0;0;7;2;14;240;21;36;117;560162;199875;146679;0;559481;0;0;45852;10064288785;0;204032;10416;43718;0;
34;0;0;190282;368878;178418;79861;293438;56;76;440;0;543;0;0;0;22;0;0;0;1;0;6;16;49;507;5;16;385;44;43;210;0;0;29;0;0;17;3;3;238;0;0;14;8;14;295;22;29;129;558956;200434;145809;0;558154;0;0;51284;10064261927;0;204312;10416;43438;0;
35;0;0;190279;368877;178417;79861;293224;56;61;340;0;438;0;0;0;18;0;0;0;0;0;1;10;54;393;6;16;379;56;49;229;0;1;27;0;0;14;3;1;200;0;0;14;4;11;291;24;31;156;560056;200020;146414;0;558829;0;0;80976;10064244623;0;203927;10416;43823;0;
36;0;0;190276;368873;178415;79860;292985;48;38;297;0;368;0;0;0;14;0;0;0;0;0;1;11;23;349;4;11;361;52;60;267;0;0;10;0;0;13;3;4;228;0;0;11;6;14;309;26;29;132;558642;200282;145721;0;558671;0;0;50498;10064065029;0;203534;10416;44216;0;
37;0;0;190273;368870;178412;79860;292733;41;39;311;0;385;0;0;0;4;0;0;0;0;0;2;10;31;350;8;20;378;43;71;257;0;1;7;1;0;13;3;3;245;0;0;7;4;8;283;37;35;139;560228;199853;146418;0;559469;0;0;51540;10064014547;0;202915;10416;44835;0;
38;0;0;190273;368870;178412;79860;292516;41;46;278;0;357;0;0;0;6;0;1;0;1;0;0;12;19;334;4;18;341;61;66;234;0;0;15;1;0;4;0;0;213;0;0;4;5;19;327;32;33;187;558417;200302;145797;0;558615;0;0;70596;10063847869;0;202589;10416;45161;0;
39;0;0;190273;368866;178411;79858;292328;24;41;295;0;355;0;0;0;4;0;1;0;0;0;0;9;31;320;8;26;289;61;50;229;0;0;3;2;2;7;0;4;182;0;0;6;3;15;314;21;32;187;560087;200013;146335;0;559379;0;0;54508;10063916113;0;202691;10416;45059;0;
40;0;0;190273;368866;178411;79858;292169;36;32;331;0;392;0;0;0;4;0;0;0;0;0;3;7;27;365;5;19;262;66;49;229;0;1;1;0;0;4;0;0;152;0;0;7;5;15;300;37;38;178;558288;200204;145850;0;558373;0;0;58324;10063968805;0;203135;10416;44615;0;
41;0;0;190272;368866;178411;79858;292029;35;46;366;0;437;0;0;0;10;0;0;0;0;0;0;11;40;396;4;24;216;46;43;189;0;0;1;0;1;10;1;0;134;0;0;6;6;14;323;44;42;186;559869;199949;146378;0;559109;0;0;65714;10064143545;0;203156;10416;44594;0;
42;0;0;190272;368865;178410;79858;291953;23;46;423;0;491;0;0;0;1;0;0;0;0;0;0;2;36;454;1;14;217;43;41;167;0;0;9;0;0;5;0;1;73;0;0;3;7;15;304;21;51;207;558141;200247;145873;0;558390;0;0;100724;10064040927;0;203066;10416;44684;0;
43;0;0;190272;368864;178410;79858;291870;35;55;450;0;527;0;0;0;11;0;0;0;0;0;2;6;37;497;4;9;220;49;38;158;0;0;6;1;0;6;0;1;78;0;0;5;4;6;298;56;47;220;560065;199874;146259;0;559497;0;0;85586;10064133313;0;203070;10416;44680;0;
44;0;0;190272;368863;178409;79858;291816;43;52;663;0;749;0;0;0;8;0;0;0;0;0;1;12;25;721;7;17;178;33;25;163;0;0;0;0;0;8;0;1;44;0;0;10;2;18;293;49;52;230;558212;200135;145774;0;558687;0;0;89532;10064054495;0;203246;10416;44504;0;
45;0;0;190271;368862;178408;79858;291768;36;47;538;0;610;0;0;0;10;0;0;0;0;0;1;8;50;563;8;15;207;30;38;162;0;0;0;0;0;5;0;1;33;1;0;15;5;16;293;51;47;218;559879;199961;146228;0;559362;0;0;89030;10064066935;0;203303;10416;44447;0;
46;0;0;190271;368862;178408;79858;291736;33;42;522;0;581;0;0;0;16;0;0;0;0;0;0;10;62;525;2;9;242;24;41;148;0;0;0;0;0;4;0;0;22;0;0;10;6;14;313;48;43;220;558564;200321;145948;0;558535;0;0;96764;10064062211;0;203104;10416;44646;0;
47;0;0;190271;368862;178408;79858;291722;50;62;642;0;740;0;0;0;14;0;0;0;0;0;0;10;50;694;5;8;258;36;28;159;0;0;0;0;1;7;0;0;9;0;0;5;2;18;282;54;59;228;559580;200102;146207;0;559097;0;0;67222;10064024917;0;202934;10416;44816;0;
48;0;0;190271;368862;178408;79858;291710;45;73;629;0;736;0;0;0;9;0;0;0;0;0;2;27;95;625;6;13;251;30;27;168;0;0;0;1;0;9;0;0;6;0;0;6;5;16;294;59;65;191;558810;200077;145906;0;558123;0;0;68762;10063947325;0;202657;10416;45093;0;
49;0;0;190271;368862;178408;79858;291697;45;65;577;0;671;0;0;0;13;0;0;0;0;0;3;16;80;591;5;13;348;29;34;177;0;0;0;0;0;7;0;0;6;0;0;7;5;16;286;54;54;179;559166;199988;146280;0;559089;0;0;68666;10063873609;0;202401;10416;45349;0;
50;0;0;190271;368860;178408;79856;291690;49;55;552;0;625;0;0;0;25;0;0;0;0;0;6;17;49;590;6;12;296;29;50;179;0;0;0;0;0;5;0;1;5;0;1;2;6;18;270;51;35;203;559015;200181;145914;0;558001;0;0;74066;10063882297;0;202294;10416;45456;0;
51;0;0;190271;368860;178408;79856;291680;37;57;511;0;573;0;0;0;30;0;0;0;0;0;2;16;65;524;5;20;349;33;36;186;0;0;0;0;0;10;0;0;1;0;0;9;5;30;237;43;44;221;558819;200088;146222;0;559138;0;0;75836;10063822057;0;202307;10416;45443;0;
52;0;0;190271;368860;178408;79856;291669;41;46;568;0;632;0;0;0;22;0;0;0;0;0;1;14;44;597;4;23;354;30;27;182;0;0;0;0;0;22;0;0;5;0;0;6;4;13;283;35;38;193;559234;200042;145988;0;558443;0;0;73028;10063887905;0;202199;10416;45551;0;
53;0;0;190271;368860;178408;79856;291665;55;54;618;0;690;0;0;0;37;0;0;0;0;0;0;19;46;662;2;11;403;35;43;188;0;0;11;0;0;26;0;0;2;0;0;2;3;7;236;41;31;183;558446;199912;146075;0;558433;0;0;74360;10063820237;0;202173;10416;45577;0;
54;0;0;190271;368860;178408;79856;291660;55;87;621;0;717;0;0;0;42;0;0;0;0;0;4;21;83;659;10;23;378;37;34;177;1;1;32;0;0;4;0;0;2;0;0;3;9;13;231;40;38;165;559010;199989;146021;0;558001;0;0;138062;10063929783;0;202424;10416;45326;0;
55;0;0;190271;368860;178408;79856;291655;54;70;567;0;644;0;0;0;45;0;0;0;0;0;2;26;44;621;12;19;399;47;43;188;0;0;46;0;0;2;0;0;3;0;0;2;4;10;216;36;34;143;558432;199954;146154;0;558251;0;0;79752;10063926115;0;202175;10416;45575;0;
56;0;0;190271;368860;178408;79856;291649;60;70;449;0;537;0;0;0;40;0;0;0;0;0;2;25;43;511;3;23;369;39;54;195;0;1;35;0;0;12;0;0;0;0;0;6;4;14;259;36;44;162;559047;199994;145982;0;557994;0;0;145072;10063899307;0;202276;10416;45474;0;
57;0;0;190271;368860;178408;79856;291647;60;73;526;0;613;0;0;0;45;0;0;0;0;0;1;27;57;575;4;12;385;28;31;212;0;0;35;0;0;9;0;0;0;0;0;2;6;14;283;30;33;201;558457;199922;146116;0;558383;0;0;80556;10063892739;0;202222;10416;45528;0;
58;0;0;190271;368860;178408;79856;291646;59;75;442;0;537;0;0;0;39;0;0;0;0;0;0;16;50;510;6;13;350;42;49;228;0;0;45;0;0;5;0;0;0;0;0;1;1;12;288;34;37;168;559312;200175;146070;0;558461;0;0;149454;10063881705;0;202310;10416;45440;0;
59;0;0;190271;368860;178408;79856;291641;47;65;423;0;509;0;0;0;25;0;0;0;0;0;1;23;40;472;6;15;316;46;39;220;0;1;56;0;0;11;0;0;0;0;0;5;6;20;294;23;43;183;558302;200117;146047;0;558107;0;0;87370;10063832991;0;202066;10416;45684;0;
60;0;0;190271;368860;178408;79856;291633;55;60;471;0;555;0;0;0;28;0;0;0;1;0;2;22;41;523;6;19;326;40;48;211;1;0;34;0;1;10;0;0;2;0;0;6;8;17;352;45;28;185;559240;200122;146095;0;558492;0;0;84528;10063740813;0;201760;10416;45990;0;
61;0;0;190270;368860;178408;79856;291621;50;61;452;0;519;0;0;0;42;0;0;0;1;0;1;14;71;478;5;13;324;51;54;199;1;0;24;0;0;12;1;0;2;0;0;10;11;20;292;31;31;174;558250;199951;146121;0;557888;0;0;90232;10063701229;0;201370;10416;46380;0;
62;0;0;190270;368860;178408;79856;291598;49;44;445;0;511;0;0;0;25;0;0;0;0;0;2;15;42;481;6;16;318;62;48;188;0;0;17;2;0;19;0;0;13;0;0;10;4;14;357;31;37;177;559249;199916;146063;0;557872;0;0;91254;10063597615;0;201145;10416;46605;0;
