Days;Hours;Minutes;Students;Workers;OccupiedWorkers;EssentialJobWorkers;Retired;ExposedStudentsByDay;ExposedWorkersByDay;ExposedRetiredByDay;ExposedVaccinatedByDay;ExposedAtHome;ExposedAtWork;ExposedAtSchool;ExposedAtRetireHome;ExposedAtFriendsHome;ExposedAtPark;ExposedAtPub;ExposedOnRoad;ExposedAtSupermarket;ExposedAtHospital;ExposedAtGym;ExposedByStudent;ExposedByWorker;ExposedByRetired;SymptomaticStudentsByDay;SymptomaticWorkersByDay;SymptomaticRetiredByDay;AsymptomaticStudentsByDay;AsymptomaticWorkersByDay;AsymptomaticRetiredByDay;CriticalStudentsByDay;CriticalWorkersByDay;CriticalRetiredByDay;IntensiveStudentsByDay;IntensiveWorkersByDay;IntensiveRetiredByDay;DeathsCriticalStudentsByDay;DeathsCriticalWorkersByDay;DeathsCriticalRetiredByDay;DeathsIntensiveStudentsByDay;DeathsIntensiveWorkersByDay;DeathsIntensiveRetiredByDay;RecoveredSymptomaticStudentsByDay;RecoveredSymptomaticWorkersByDay;RecoveredSymptomaticRetiredByDay;RecoveredAsymptomaticStudentsByDay;RecoveredAsymptomaticWorkersByDay;RecoveredAsymptomaticRetiredByDay;PeopleVisitedHome;PeopleVisitedWork;PeopleVisitedSchool;PeopleVisitedRetirementHome;PeopleVisitedIndoor;PeopleVisitedOutdoor;CompletedDayWorkCounter;MaxTimeAtWork;MinTimeAtWork;TotalTimeAtWork;EntitiesWorked;EntitiesNotStartedWork;EntitiesNotCompletedWork;NonWorkersBeenToWork;
174;0;0;190225;368791;178373;79840;286125;104;134;1057;0;1237;2;1;0;35;0;5;0;2;0;13;22;77;1196;15;45;611;67;82;337;1;2;50;0;0;8;0;0;0;0;0;5;6;33;462;73;73;289;551471;199760;145886;0;550456;0;0;284542;10064709619;0;201511;10413;46243;0;
175;0;0;190225;368791;178373;79840;286124;93;123;838;0;1013;0;0;0;25;0;1;0;0;0;15;10;60;984;13;27;640;86;87;343;1;1;65;0;0;4;0;0;0;0;0;1;11;35;482;77;86;301;551751;199710;145821;0;550865;0;0;250620;10064757671;0;201573;10413;46181;0;
176;0;0;190225;368791;178373;79840;286113;88;128;857;0;1026;3;0;0;28;0;5;0;2;0;9;16;75;982;14;42;641;71;88;346;1;1;85;0;0;9;0;0;3;0;0;8;2;21;498;61;78;328;551295;199708;145768;0;550437;0;0;251652;10064782599;0;201841;10413;45913;0;
177;0;0;190225;368789;178372;79840;286099;97;126;766;0;940;0;0;0;35;0;2;0;2;0;10;23;93;873;13;41;603;95;71;307;1;2;66;0;0;12;0;1;7;0;1;7;11;25;531;81;71;302;551532;199761;145747;0;550600;0;0;256932;10064827881;0;201890;10413;45864;0;
178;0;0;190225;368788;178372;79840;286077;80;112;734;0;883;2;0;0;23;0;3;0;2;0;13;23;81;822;13;40;647;88;85;312;0;4;74;0;0;19;0;1;7;0;0;15;9;38;470;85;91;326;550811;199614;145799;0;550455;0;0;257178;10064901041;0;202070;10413;45684;0;
179;0;0;190225;368788;178372;79840;286052;85;125;821;0;976;4;1;0;31;0;4;1;0;0;14;21;92;918;10;39;639;79;87;312;0;2;68;0;0;16;0;0;16;0;0;9;8;29;528;79;87;316;551094;199769;145605;0;550513;0;0;493810;10064888881;0;202105;10413;45649;0;
180;0;0;190225;368787;178371;79840;286017;87;106;878;0;1024;0;1;0;22;0;3;0;1;0;20;29;116;926;19;43;570;84;83;327;1;1;52;0;0;14;0;1;29;0;0;6;17;36;548;50;79;316;550585;199707;145828;0;550361;0;0;258110;10064999883;0;202433;10413;45321;0;
181;0;0;190225;368786;178371;79839;285978;83;122;891;0;1031;2;0;0;43;0;1;0;3;0;16;39;122;935;16;36;562;95;88;302;2;2;41;0;0;9;0;1;34;0;0;5;11;30;523;75;71;291;550764;199640;145624;0;550391;0;0;262348;10064993951;0;202457;10413;45297;0;
182;0;0;190225;368786;178371;79839;285927;67;108;773;0;895;0;2;0;30;0;5;0;3;0;13;22;87;839;16;32;575;66;92;317;0;3;38;0;1;10;0;0;41;0;0;10;12;33;514;77;78;327;550777;199645;145852;0;550088;0;0;266188;10065058079;0;202607;10413;45147;0;
183;0;0;190224;368786;178371;79839;285875;75;111;760;0;904;1;0;0;26;0;0;0;1;0;14;21;77;848;16;29;475;75;87;311;0;1;12;0;0;7;1;0;47;0;0;5;12;38;513;83;70;297;550428;199771;145613;0;550299;1;0;506792;10065034295;0;202522;10413;45232;0;
184;0;0;190223;368784;178371;79837;285809;92;140;1169;0;1358;0;0;0;28;0;3;0;3;0;9;22;94;1285;7;30;525;74;76;304;0;1;9;0;0;6;1;2;61;0;0;5;14;24;552;68;102;313;550519;199662;145883;0;549979;0;0;264638;10065056457;0;202480;10413;45274;0;
185;0;0;190223;368784;178371;79837;285736;100;115;1004;0;1168;1;1;0;27;0;2;0;3;0;17;20;71;1128;10;30;478;80;88;329;0;0;8;0;0;3;0;0;67;0;0;6;12;42;569;65;85;344;550247;199667;145453;0;550174;0;0;512410;10065101569;0;202623;10413;45131;0;
186;0;0;190222;368781;178368;79837;285667;79;98;844;0;982;2;2;0;22;0;1;0;2;0;10;20;67;934;16;28;530;59;81;350;0;0;0;0;2;8;1;3;61;0;0;8;15;50;558;98;95;316;550318;199737;145858;0;550130;0;0;266230;10065034781;0;202348;10413;45406;0;
187;0;0;190221;368778;178367;79836;285593;87;135;1217;0;1374;3;0;0;37;0;5;0;1;0;19;25;94;1320;8;43;502;81;87;354;0;0;0;0;1;14;1;3;65;0;0;9;12;37;539;84;82;331;550525;199664;145591;0;549809;0;0;517246;10065209083;0;202752;10413;45002;0;
188;0;0;190220;368775;178364;79836;285522;104;125;1093;0;1269;3;1;0;34;0;1;0;2;0;12;33;78;1211;4;35;512;85;76;333;0;0;3;0;1;12;1;3;60;0;0;11;13;32;528;72;72;332;550408;199648;145882;0;549858;0;0;271994;10065279483;0;202908;10413;44846;0;
189;0;0;190220;368774;178364;79836;285459;87;149;992;0;1188;0;1;0;25;0;3;0;1;0;10;17;80;1131;6;31;582;70;86;330;0;1;27;1;3;9;0;1;53;0;0;10;18;41;557;87;82;330;550730;199653;145655;0;549652;0;0;287442;10065315275;0;203064;10413;44690;0;
190;0;0;190219;368771;178363;79835;285408;107;129;1289;0;1474;1;3;0;28;0;7;0;3;0;9;22;65;1438;8;42;637;67;72;329;0;0;40;0;0;12;1;3;43;0;0;8;12;22;544;80;88;315;550297;199687;145986;0;549687;0;0;289728;10065337865;0;203194;10413;44560;0;
191;0;0;190219;368770;178363;79835;285356;126;134;1144;0;1351;0;1;0;31;0;2;0;7;0;12;17;62;1325;8;32;681;70;101;343;0;2;55;0;0;14;0;1;40;0;0;12;14;31;500;82;83;301;550611;199621;145607;0;549617;0;0;276934;10065426069;0;203386;10413;44368;0;
192;0;0;190219;368769;178362;79835;285314;95;123;925;0;1074;1;2;0;39;0;3;0;5;0;19;24;61;1058;12;27;681;80;90;321;0;0;69;0;0;9;0;1;34;0;0;8;13;35;509;80;80;331;549955;199646;146009;0;549563;0;0;535094;10065536889;0;203758;10413;43996;0;
193;0;0;190218;368769;178362;79835;285288;103;132;902;0;1094;0;1;0;26;0;0;0;4;0;12;33;76;1028;9;33;689;87;100;361;0;0;91;0;0;5;1;0;22;0;0;4;16;29;496;77;93;346;550147;199734;145674;0;549830;0;0;539020;10065487353;0;203657;10413;44097;0;
194;0;0;190218;368769;178362;79835;285266;94;141;892;0;1075;2;2;0;28;0;3;1;4;0;12;35;79;1013;18;27;673;83;88;384;1;0;98;0;0;10;0;0;13;0;0;9;10;37;481;82;74;314;549773;199684;145960;0;549494;0;0;538918;10065449807;0;203544;10413;44210;0;
195;0;0;190218;368765;178359;79834;285253;89;132;885;0;1041;5;2;0;40;0;2;0;5;0;11;27;78;1001;22;42;676;74;89;363;3;1;108;0;0;6;0;3;10;0;1;3;10;31;475;78;78;326;549882;199739;145620;0;549546;0;0;279028;10065433467;0;203406;10413;44348;0;
196;0;0;190218;368765;178359;79834;285242;84;118;850;0;994;1;0;0;40;0;2;0;3;0;12;31;72;949;20;34;736;97;86;393;1;0;131;0;0;6;0;0;11;0;0;0;11;33;506;73;89;314;549245;199767;145993;0;549453;0;0;284950;10065463717;0;203395;10413;44359;0;
197;0;0;190218;368762;178358;79833;285227;88;113;892;0;1033;1;1;0;33;0;1;0;4;0;20;18;86;989;14;45;731;78;92;346;1;0;102;0;0;15;0;0;9;0;3;6;6;37;535;68;97;338;549648;199725;145646;0;549163;0;0;284348;10065484211;0;203449;10413;44305;0;
198;0;0;190218;368762;178358;79833;285199;103;122;910;0;1085;0;2;0;28;0;4;1;3;0;12;33;77;1025;16;40;649;98;92;332;3;0;77;0;0;14;0;0;20;0;0;8;6;30;565;76;78;376;549059;199655;145906;0;548882;0;0;284866;10065581283;0;203649;10413;44105;0;
199;0;0;190218;368761;178358;79833;285160;97;128;802;0;969;3;1;0;33;0;5;0;3;0;13;34;82;911;18;37;610;97;93;341;0;0;23;0;0;14;0;1;29;0;0;10;9;34;540;71;102;331;549217;199763;145550;0;548611;0;0;553426;10065520343;0;203559;10413;44195;0;
200;0;0;190218;368761;178358;79833;285116;98;121;805;0;975;2;1;0;31;0;0;0;5;0;10;25;73;926;16;43;573;82;98;362;0;1;32;0;0;11;0;0;40;0;0;4;8;28;568;61;71;344;549072;199644;145953;0;548606;0;0;319212;10065692621;0;203740;10413;44014;0;
201;0;0;190218;368760;178357;79833;285063;80;111;805;0;935;2;3;0;33;0;2;0;6;0;15;27;71;898;13;33;562;58;90;339;0;0;11;0;0;7;0;1;49;0;0;4;10;39;600;71;90;336;548835;199619;145554;0;548643;0;0;291708;10065610131;0;203796;10413;43958;0;
202;0;0;190216;368760;178357;79833;284969;98;119;828;0;997;0;0;0;30;0;1;0;5;0;12;28;72;945;11;39;528;66;88;341;0;0;1;0;0;6;2;0;85;0;0;9;12;35;595;82;91;338;549360;199656;146023;0;548364;0;0;295722;10065620035;0;203713;10413;44041;0;
203;0;0;190215;368759;178356;79833;284873;109;95;783;0;942;0;1;0;26;0;2;0;3;0;13;23;92;872;11;41;554;85;87;316;0;0;0;0;1;6;1;1;88;0;0;8;12;27;567;84;100;340;548416;199761;145679;0;548939;0;0;294650;10065535723;0;203461;10413;44293;0;
204;0;0;190215;368759;178356;79833;284770;87;112;826;0;975;0;1;0;30;0;3;0;2;0;14;24;100;901;11;37;564;80;83;329;0;0;0;0;0;5;0;0;98;0;0;5;16;32;601;98;92;352;549395;199697;146066;0;548361;0;0;294330;10065553987;0;203554;10413;44200;0;
205;0;0;190215;368759;178356;79833;284660;91;121;842;0;1001;1;0;0;27;0;5;0;2;0;18;31;74;949;9;35;537;91;89;309;0;0;0;0;0;3;0;0;102;0;0;8;15;35;617;99;87;376;548762;199684;145591;0;548646;0;0;296342;10065586711;0;203582;10413;44172;0;
206;0;0;190213;368758;178355;79833;284564;84;126;894;0;1054;0;0;0;31;0;2;0;6;0;11;29;75;1000;13;30;520;90;101;289;0;0;0;0;0;4;2;1;89;0;0;7;15;34;537;75;82;381;549310;199701;145947;0;548536;0;0;298072;10065574583;0;203558;10413;44196;0;
207;0;0;190213;368758;178355;79833;284475;65;129;874;0;1029;3;0;0;19;0;2;0;1;0;14;25;101;942;16;29;472;84;79;319;0;0;0;0;1;1;0;0;83;0;0;6;19;41;575;80;100;331;549185;199632;145603;0;548391;0;0;300638;10065639947;0;203788;10413;43966;0;
208;0;0;190210;368758;178355;79833;284398;78;118;952;0;1096;1;0;0;34;0;3;0;1;0;13;28;61;1059;17;32;524;79;80;306;0;0;0;0;0;5;3;0;64;0;0;13;13;47;597;81;96;314;549076;199673;145954;0;548873;0;0;300774;10065619103;0;203711;10413;44043;0;
209;0;0;190209;368758;178355;79833;284339;89;121;940;0;1095;1;1;0;29;0;2;0;7;0;15;27;78;1045;13;29;460;79;88;313;0;0;0;0;0;2;1;0;47;0;0;12;10;37;535;86;87;336;549122;199658;145627;0;548526;0;0;299126;10065624317;0;203644;10413;44110;0;
210;0;0;190209;368758;178355;79833;284306;76;106;915;0;1047;2;0;0;28;0;6;0;1;0;13;24;73;1000;13;24;527;78;69;324;0;0;0;0;0;2;0;0;24;0;0;9;16;31;555;83;86;354;548819;199728;145938;0;548680;0;0;583306;10065600605;0;203606;10413;44148;0;
211;0;0;190209;368757;178355;79833;284279;85;121;938;0;1092;4;1;0;26;0;3;2;0;0;16;22;86;1036;7;40;565;76;85;339;0;0;0;0;0;6;0;1;22;0;0;5;23;37;559;73;90;364;549061;199749;145620;0;548826;0;0;306084;10065641913;0;203539;10413;44215;0;
212;0;0;190209;368757;178355;79833;284262;108;122;951;0;1136;1;0;0;24;0;4;0;7;0;9;16;99;1066;10;32;584;75;83;344;0;0;0;1;2;5;0;0;11;0;0;6;11;33;550;75;75;335;549050;199633;146043;0;548678;0;0;310318;10065662263;0;203673;10413;44081;0;
213;0;0;190209;368757;178355;79833;284256;108;149;902;0;1104;1;0;0;38;0;2;0;4;0;10;34;101;1024;9;27;551;78;79;366;0;0;0;0;0;5;0;0;4;0;0;2;5;41;531;76;101;310;549024;199657;145685;0;548764;0;0;307470;10065684309;0;203539;10413;44215;0;
214;0;0;190209;368757;178355;79833;284253;110;122;1000;0;1166;3;0;0;46;0;1;0;7;0;9;21;91;1120;9;39;537;58;96;362;0;0;0;0;1;3;0;0;1;0;0;2;11;38;507;85;92;345;549135;199591;146026;0;548499;0;0;310618;10065726979;0;203568;10413;44186;0;
215;0;0;190209;368757;178355;79833;284251;95;134;880;0;1047;2;3;0;32;0;1;0;7;0;17;30;72;1007;9;41;556;83;85;354;0;0;0;0;0;2;0;0;0;0;0;2;17;38;546;87;91;321;549056;199634;145635;0;548489;0;0;329592;10065695071;0;203656;10413;44098;0;
216;0;0;190209;368757;178355;79833;284249;108;150;942;0;1156;0;1;0;22;0;3;0;4;0;14;29;92;1079;9;35;584;75;92;347;0;0;0;0;1;5;0;0;0;0;0;2;8;28;502;90;82;303;549010;199575;146065;0;548574;0;0;308988;10065778827;0;203884;10413;43870;0;
217;0;0;190209;368757;178355;79833;284249;86;120;886;0;1038;0;0;0;34;0;3;1;5;0;11;16;80;996;13;33;566;81;83;366;0;0;0;0;0;4;0;0;0;0;0;0;16;38;514;77;86;310;549210;199572;145647;0;548461;0;0;314076;10065870771;0;204027;10413;43727;0;
218;0;0;190209;368757;178355;79833;284249;89;123;885;0;1060;1;0;0;17;0;1;0;6;0;12;23;73;1001;14;34;558;79;85;320;0;0;0;0;0;4;0;0;0;0;0;0;13;38;486;76;80;303;548969;199660;146022;0;548488;0;0;608794;10065875941;0;204105;10413;43649;0;
219;0;0;190209;368757;178355;79833;284249;97;127;955;0;1121;2;0;0;36;0;2;0;1;0;17;25;107;1047;15;37;570;85;98;351;0;0;0;0;0;3;0;0;0;0;0;0;8;22;538;90;78;323;549138;199708;145588;0;548607;0;0;312642;10065862349;0;204107;10413;43647;0;
220;0;0;190209;368757;178355;79833;284248;71;131;909;0;1049;4;2;0;41;0;4;0;4;0;7;27;100;984;16;41;570;84;102;347;0;0;0;0;0;2;0;0;0;0;0;1;15;32;544;100;81;355;549384;199650;146078;0;548529;0;0;316388;10065884091;0;204133;10413;43621;0;
221;0;0;190209;368757;178355;79833;284248;103;120;864;0;1041;3;1;0;25;0;4;0;1;0;12;20;108;959;5;32;583;97;88;330;0;0;0;0;0;1;0;0;0;0;0;0;14;33;555;66;81;341;549162;199617;145628;0;548723;0;0;320214;10065793693;0;203821;10413;43933;0;
222;0;0;190209;368757;178355;79833;284247;84;129;816;0;967;1;1;0;35;0;4;0;6;0;15;30;85;914;15;36;557;73;83;309;0;0;0;0;1;1;0;0;0;0;0;1;11;36;583;73;85;325;549373;199603;146055;0;548364;0;0;327392;10065783219;0;203768;10413;43986;0;
223;0;0;190209;368757;178355;79833;284247;88;118;863;0;1016;2;0;0;29;0;1;1;8;0;12;29;84;956;14;39;582;86;98;362;0;0;0;0;0;3;0;0;0;0;0;0;12;34;547;61;100;353;549168;199681;145515;0;548758;0;0;333854;10065753013;0;203545;10413;44209;0;
224;0;0;190209;368757;178355;79833;284247;98;139;864;0;1030;3;1;0;43;0;4;0;5;0;15;36;75;990;15;30;574;80;93;356;0;0;0;0;1;0;0;0;0;0;0;0;9;30;568;71;87;357;549488;199515;146014;0;548508;0;0;322318;10065788709;0;203476;10413;44278;0;
225;0;0;190209;368757;178355;79833;284247;111;112;809;0;985;1;1;0;30;0;1;0;4;0;10;37;81;914;17;31;542;78;95;360;0;0;0;0;0;2;0;0;0;0;0;0;7;36;542;78;86;376;549053;199647;145613;0;548667;0;0;355090;10065736857;0;203472;10413;44282;0;
226;0;0;190209;368757;178355;79833;284247;78;125;798;0;951;0;0;0;28;0;2;0;3;0;17;25;64;912;12;43;538;68;96;339;0;0;0;0;1;3;0;0;0;0;0;0;9;36;521;83;80;370;549144;199526;146081;0;548813;0;0;326280;10065781039;0;203474;10413;44280;0;
227;0;0;190209;368757;178355;79833;284247;108;110;832;0;993;1;0;0;27;0;2;1;4;0;22;29;75;946;14;40;556;75;101;330;0;0;0;0;1;4;0;0;0;0;0;0;12;28;596;88;102;323;548843;199639;145636;0;548720;0;0;326668;10065741473;0;203554;10413;44200;0;
228;0;0;190209;368757;178355;79833;284246;105;114;872;0;1024;1;1;0;36;0;2;0;2;0;25;27;97;967;10;33;563;78;92;324;0;0;0;0;0;3;0;0;0;0;0;1;12;41;569;67;77;323;548790;199586;146027;0;548738;0;0;328460;10065843753;0;203753;10413;44001;0;
229;0;0;190209;368757;178355;79833;284246;98;96;927;0;1067;2;0;0;29;0;5;0;1;0;17;21;44;1056;11;32;536;77;83;361;0;0;0;0;0;4;0;0;0;0;0;0;16;39;573;88;85;329;548643;199601;145606;0;548445;0;0;329482;10065790023;0;203604;10413;44150;0;
230;0;0;190209;368757;178355;79833;284245;81;105;861;0;1004;1;0;0;21;0;1;0;5;0;15;16;74;957;12;28;517;95;79;318;0;0;0;0;0;3;0;0;0;0;0;1;10;35;571;87;89;360;548609;199696;145968;0;548594;0;0;330966;10065735091;0;203396;10413;44358;0;
231;0;0;190209;368757;178355;79833;284245;71;116;949;0;1083;1;0;0;32;0;3;1;2;0;14;31;89;1016;13;32;511;94;90;313;0;0;0;0;0;2;0;0;0;0;0;0;10;34;561;75;115;362;548584;199577;145574;0;548456;0;0;331218;10065757033;0;203505;10413;44249;0;
232;0;0;190209;368757;178355;79833;284245;71;128;978;0;1130;0;1;0;23;0;1;1;3;0;18;31;87;1059;9;38;531;89;76;317;0;0;0;0;1;5;0;0;0;0;0;0;11;38;575;70;95;294;548912;199585;146027;0;548480;0;0;337834;10065763993;0;203386;10413;44368;0;
233;0;0;190209;368757;178355;79833;284245;88;126;871;0;1043;1;0;0;21;0;3;0;4;0;13;24;79;982;17;40;539;72;96;327;0;0;0;0;0;6;0;0;0;0;0;0;16;35;548;80;98;355;548547;199668;145493;0;548341;0;0;333778;10065639197;0;203131;10413;44623;0;
234;0;0;190209;368757;178355;79833;284245;84;124;863;0;1012;1;2;0;38;0;2;0;1;0;15;18;78;975;15;32;547;82;80;353;0;0;0;0;0;7;0;0;0;0;0;0;13;21;541;90;87;315;548843;199563;145898;0;548392;0;0;335088;10065693029;0;203251;10413;44503;0;
235;0;0;190209;368757;178355;79833;284245;100;110;936;0;1096;2;2;0;25;0;4;1;2;0;14;27;100;1019;10;26;516;82;72;288;0;0;0;0;0;3;0;0;0;0;0;0;17;44;550;74;93;339;549055;199533;145523;0;548470;0;0;336532;10065740415;0;203284;10413;44470;0;
236;0;0;190209;368757;178355;79833;284245;96;124;955;0;1128;1;0;0;24;0;5;0;5;0;12;21;102;1052;13;34;547;77;75;340;0;0;0;0;0;1;0;0;0;0;0;0;20;39;539;82;83;338;548831;199657;145872;0;548513;0;0;340158;10065733733;0;203201;10413;44553;0;
237;0;0;190209;368757;178355;79833;284245;88;122;893;0;1047;2;0;0;38;0;1;0;0;0;15;25;78;1000;10;37;585;64;97;377;0;0;0;0;0;3;0;0;0;0;0;0;12;37;540;69;98;364;549089;199478;145618;0;548369;0;0;355988;10065717841;0;202918;10413;44836;0;
238;0;0;190209;368757;178355;79833;284244;86;131;926;0;1088;4;0;0;28;0;2;0;4;0;17;29;94;1020;7;33;524;66;73;370;0;0;0;0;0;6;0;0;0;0;0;1;8;32;561;86;91;331;549038;199613;145856;0;548574;0;0;665096;10065578863;0;202625;10413;45129;0;
239;0;0;190209;368757;178355;79833;284244;84;127;865;0;1023;1;0;0;34;0;2;0;6;0;10;23;100;953;8;36;565;97;92;341;0;0;0;1;0;6;0;0;0;0;0;0;13;36;566;81;77;326;548895;199606;145546;0;548402;0;0;362700;10065494537;0;202300;10413;45454;0;
240;0;0;190209;368757;178355;79833;284244;96;117;901;0;1058;1;2;0;33;0;5;0;7;0;8;17;87;1010;12;32;590;77;85;384;0;0;0;0;2;3;0;0;0;0;0;0;11;29;523;96;73;334;548826;199472;145788;0;548558;0;0;366168;10065555873;0;202448;10413;45306;0;
241;0;0;190209;368757;178355;79833;284243;91;157;909;0;1109;2;1;0;28;0;1;0;2;0;14;20;99;1038;14;38;534;81;84;352;0;0;0;0;1;1;0;0;0;0;0;1;10;40;507;78;90;336;548547;199569;145672;0;548486;0;0;351616;10065580395;0;202582;10413;45172;0;
242;0;0;190209;368757;178355;79833;284242;108;126;892;0;1072;0;1;0;36;0;0;0;7;0;10;27;105;994;13;32;519;63;90;332;0;0;0;0;0;1;0;0;0;0;0;1;14;32;521;82;74;338;549217;199685;145839;0;548300;0;0;352406;10065568205;0;202487;10413;45267;0;
243;0;0;190209;368757;178355;79833;284241;91;129;868;0;1042;0;1;0;24;0;5;1;7;0;8;31;71;986;11;33;572;76;67;333;0;0;0;0;0;5;0;0;0;0;0;1;11;27;519;75;82;328;548531;199566;145657;0;548474;0;0;348376;10065676055;0;202750;10413;45004;0;
244;0;0;190209;368757;178355;79833;284239;90;118;865;0;1006;1;0;0;37;0;2;0;6;0;21;25;66;982;16;33;573;68;91;336;0;0;0;0;0;6;0;0;0;0;0;2;12;41;585;98;98;316;549503;199648;145728;0;548393;0;0;352458;10065625281;0;202714;10413;45040;0;
245;0;0;190209;368757;178355;79833;284239;100;117;888;0;1046;1;2;0;29;0;4;0;1;0;22;15;92;998;8;41;569;88;92;339;0;0;0;0;0;5;0;0;0;0;0;0;14;39;556;80;95;348;549002;199589;145663;0;548183;0;0;698988;10065698147;0;202781;10413;44973;0;
246;0;0;190209;368757;178355;79833;284236;96;117;912;0;1077;2;1;0;31;0;2;0;3;0;9;21;71;1033;13;42;558;66;93;309;0;0;0;0;0;2;0;0;0;0;0;3;11;35;534;81;94;346;549349;199602;145726;0;548568;0;0;687714;10065713307;0;202931;10413;44823;0;
247;0;0;190209;368757;178355;79833;284235;73;129;888;0;1035;5;1;0;31;0;1;0;5;0;12;25;92;973;9;35;581;82;108;295;0;0;0;0;0;1;0;0;0;0;0;1;13;35;568;74;67;366;549309;199521;145767;0;548153;0;0;355382;10065854587;0;203247;10413;44507;0;
248;0;0;190209;368757;178355;79833;284235;105;123;869;0;1050;1;2;0;26;0;6;0;3;0;9;20;91;986;15;34;555;89;102;349;0;0;0;0;1;1;0;0;0;0;0;0;3;32;596;86;82;367;549441;199520;145717;0;548584;0;0;386522;10065826899;0;203152;10413;44602;0;
249;0;0;190209;368757;178355;79833;284234;100;114;825;0;986;0;1;0;36;0;1;0;3;0;12;32;85;922;18;29;557;84;108;339;0;0;0;0;0;6;0;0;0;0;0;1;10;33;536;75;89;359;549343;199614;145780;0;548288;0;0;358140;10065892309;0;203139;10413;44615;0;
250;0;0;190209;368757;178355;79833;284232;87;119;858;0;1010;1;0;0;34;0;4;0;3;0;12;36;75;953;17;41;534;75;82;335;0;0;0;0;1;4;0;0;0;0;0;2;11;34;555;64;88;348;549280;199592;145644;0;548802;0;0;390158;10065847521;0;202986;10413;44768;0;
251;0;0;190209;368757;178355;79833;284232;111;113;878;0;1049;3;0;0;28;0;1;0;4;0;17;38;69;995;10;28;548;83;90;368;0;0;0;0;0;4;0;0;0;0;0;0;21;32;536;64;83;345;549055;199607;145711;0;548567;0;0;363126;10065819447;0;202934;10413;44820;0;
252;0;0;190209;368757;178355;79833;284232;90;122;916;0;1071;0;0;0;36;0;2;0;0;0;19;35;56;1037;14;29;573;81;87;342;0;0;0;0;0;1;0;0;0;0;0;0;13;38;541;84;84;360;548715;199594;145639;0;548834;0;0;710078;10065801713;0;202969;10413;44785;0;
253;0;0;190209;368757;178355;79833;284231;96;120;859;0;1031;1;0;0;26;0;2;0;3;0;12;26;86;963;9;31;536;76;81;311;0;0;0;0;0;1;0;0;0;0;0;1;18;33;590;61;71;294;548790;199558;145736;0;548759;0;0;711672;10065809177;0;203040;10413;44714;0;
